更新时间: 26/01/29-15:57:02（北京时间）

央卫频道,#genre#
CCTV12,http://113.205.140.92:4022/rtp/235.254.198.60:1516$重庆市电信
CCTV12,http://114.233.64.19:4022/rtp/239.49.8.55:9822$江苏电信
CCTV12,http://113.128.68.75:4022/rtp/239.21.1.156:5002$山东电信
CCTV12,http://123.117.161.44:8118/rtp/239.3.1.64:8124$北京市联通
CCTV13,http://192.144.185.155:6000/rtp/225.1.8.168:8130$北京市电信
CCTV13,http://121.237.57.124:7000/rtp/239.49.8.109:8000$江苏电信
CCTV13,http://61.187.186.29:4000/rtp/239.76.253.93:9000$湖南电信
CCTV13,http://61.187.186.29:4000/rtp/239.76.246.93:1234$湖南电信
CCTV13,http://113.66.41.254:10000/rtp/239.253.43.196:5146$广东电信
CCTV13,http://123.112.240.132:5555/rtp/239.3.1.124:8128$北京市联通
CCTV13,http://117.86.48.47:7777/rtp/239.49.8.109:8000$江苏电信
CCTV13,http://171.83.38.123:1234/rtp/239.254.96.161:9040$湖北电信
CCTV13,http://183.158.217.184:8000/rtp/233.50.200.97:5140$浙江电信
CCTV13,http://183.164.63.183:5000/rtp/238.1.79.35:4392$安徽电信
CCTV13,http://116.9.34.165:4000/rtp/239.81.0.206:4056$广西电信
CCTV13,http://120.41.66.7:18888/rtp/239.61.2.23:8132$福建省电信
CCTV13,http://113.205.140.92:4022/rtp/235.254.198.9:1312$重庆市电信
CCTV13,http://114.233.64.19:4022/rtp/239.49.8.109:8000$江苏电信
CCTV13,http://113.128.68.75:4022/rtp/239.21.2.3:5002$山东电信
CCTV13,http://123.117.161.44:8118/rtp/239.3.1.124:8128$北京市联通
CCTV14,http://192.144.185.155:6000/rtp/225.1.8.14:8132$北京市电信
CCTV14,http://121.237.57.124:7000/rtp/239.49.8.56:9826$江苏电信
CCTV14,http://61.187.186.29:4000/rtp/239.76.246.164:1234$湖南电信
CCTV14,http://61.187.186.29:4000/rtp/239.76.253.164:9000$湖南电信
CCTV14,http://113.66.41.254:10000/rtp/239.77.0.133:5146$广东电信
CCTV14,http://123.112.240.132:5555/rtp/239.3.1.65:8132$北京市联通
CCTV14,http://117.86.48.47:7777/rtp/239.49.8.56:9826$江苏电信
CCTV14,http://171.83.38.123:1234/rtp/239.69.1.107:10280$湖北电信
CCTV14,http://183.158.217.184:8000/rtp/233.50.200.103:5140$浙江电信
CCTV14,http://183.164.63.183:5000/rtp/238.1.78.243:7816$安徽电信
CCTV14,http://116.9.34.165:4000/rtp/239.81.0.120:4056$广西电信
CCTV14,http://120.41.66.7:18888/rtp/239.61.2.178:9056$福建省电信
CCTV14,http://113.205.140.92:4022/rtp/235.254.198.61:1520$重庆市电信
CCTV14,http://114.233.64.19:4022/rtp/239.49.8.56:9826$江苏电信
CCTV14,http://113.128.68.75:4022/rtp/239.21.1.157:5002$山东电信
CCTV14,http://123.117.161.44:8118/rtp/239.3.1.65:8132$北京市联通
CCTV15,http://192.144.185.155:6000/rtp/225.1.8.74:8136$北京市电信
CCTV15,http://121.237.57.124:7000/rtp/239.49.0.128:8000$江苏电信
CCTV15,http://61.187.186.29:4000/rtp/239.76.252.252:9000$湖南电信
CCTV15,http://61.187.186.29:4000/rtp/239.76.245.252:1234$湖南电信
CCTV15,http://113.66.41.254:10000/rtp/239.77.1.239:5146$广东电信
CCTV15,http://123.112.240.132:5555/rtp/239.3.1.153:8136$北京市联通
CCTV15,http://117.86.48.47:7777/rtp/239.49.0.128:8000$江苏电信
CCTV15,http://171.83.38.123:1234/rtp/239.69.1.155:10566$湖北电信
CCTV15,http://183.158.217.184:8000/rtp/233.50.200.133:5140$浙江电信
CCTV15,http://183.164.63.183:5000/rtp/238.1.78.222:7648$安徽电信
CCTV15,http://116.9.34.165:4000/rtp/239.81.0.230:4056$广西电信
CCTV15,http://120.41.66.7:18888/rtp/239.61.2.25:8144$福建省电信
CCTV15,http://113.205.140.92:4022/rtp/235.254.198.11:1320$重庆市电信
CCTV15,http://114.233.64.19:4022/rtp/239.49.0.128:8000$江苏电信
CCTV15,http://113.128.68.75:4022/rtp/239.21.2.4:5002$山东电信
CCTV15,http://123.117.161.44:8118/rtp/239.3.1.153:8136$北京市联通
CCTV16,http://121.237.57.124:7000/rtp/239.49.8.31:8000$江苏电信
CCTV16,http://61.187.186.29:4000/rtp/239.76.253.98:9000$湖南电信
CCTV16,http://61.187.186.29:4000/rtp/239.76.246.98:1234$湖南电信
CCTV16,http://61.187.186.29:4000/rtp/239.76.254.200:9000$湖南电信
CCTV16,http://61.187.186.29:4000/rtp/239.76.253.230:9000$湖南电信
CCTV16,http://113.66.41.254:10000/rtp/239.77.0.165:5146$广东电信
CCTV16,http://123.112.240.132:5555/rtp/239.3.1.184:8001$北京市联通
CCTV16,http://123.112.240.132:5555/rtp/239.3.1.183:8001$北京市联通
CCTV16,http://117.86.48.47:7777/rtp/239.49.8.31:8000$江苏电信
CCTV16,http://171.83.38.123:1234/rtp/239.69.1.247:11124$湖北电信
CCTV16,http://183.158.217.184:8000/rtp/233.50.201.192:5140$浙江电信
CCTV16,http://116.9.34.165:4000/rtp/239.81.0.142:4056$广西电信
CCTV16,http://116.9.34.165:4000/rtp/239.81.0.144:4056$广西电信
CCTV16,http://120.41.66.7:18888/rtp/239.61.4.135:1025$福建省电信
CCTV16,http://114.233.64.19:4022/rtp/239.49.8.31:8000$江苏电信
CCTV16,http://123.117.161.44:8118/rtp/239.3.1.184:8001$北京市联通
CCTV16,http://123.117.161.44:8118/rtp/239.3.1.183:8001$北京市联通
CCTV17,http://192.144.185.155:6000/rtp/225.1.8.17:8144$北京市电信
CCTV17,http://121.237.57.124:7000/rtp/239.49.8.52:9810$江苏电信
CCTV17,http://61.187.186.29:4000/rtp/239.76.252.238:9000$湖南电信
CCTV17,http://61.187.186.29:4000/rtp/239.76.245.238:1234$湖南电信
CCTV17,http://113.66.41.254:10000/rtp/239.77.0.198:5146$广东电信
CCTV17,http://123.112.240.132:5555/rtp/239.3.1.151:8144$北京市联通
CCTV17,http://117.86.48.47:7777/rtp/239.49.8.52:9810$江苏电信
CCTV17,http://171.83.38.123:1234/rtp/239.69.1.152:10548$湖北电信
CCTV17,http://183.158.217.184:8000/rtp/233.50.200.113:5140$浙江电信
CCTV17,http://183.164.63.183:5000/rtp/238.1.78.178:7296$安徽电信
CCTV17,http://116.9.34.165:4000/rtp/239.81.0.228:4056$广西电信
CCTV17,http://120.41.66.7:18888/rtp/239.61.3.9:9572$福建省电信
CCTV17,http://114.233.64.19:4022/rtp/239.49.8.52:9810$江苏电信
CCTV17,http://113.128.68.75:4022/rtp/239.21.1.186:5002$山东电信
CCTV17,http://123.117.161.44:8118/rtp/239.3.1.151:8144$北京市联通
安徽卫视,http://192.144.185.155:6000/rtp/225.1.8.52:8064$北京市电信
安徽卫视,http://121.237.57.124:7000/rtp/239.49.8.80:8000$江苏电信
安徽卫视,http://61.187.186.29:4000/rtp/239.76.245.196:1234$湖南电信
安徽卫视,http://61.187.186.29:4000/rtp/239.76.252.196:9000$湖南电信
安徽卫视,http://113.66.41.254:10000/rtp/239.77.0.183:5146$广东电信
安徽卫视,http://123.112.240.132:5555/rtp/239.3.1.211:8064$北京市联通
安徽卫视,http://117.86.48.47:7777/rtp/239.49.8.80:8000$江苏电信
安徽卫视,http://171.83.38.123:1234/rtp/239.69.1.70:10060$湖北电信
安徽卫视,http://183.158.217.184:8000/rtp/233.50.201.113:5140$浙江电信
安徽卫视,http://183.158.217.184:8000/rtp/233.50.200.106:5140$浙江电信
安徽卫视,http://183.164.63.183:5000/rtp/238.1.78.150:7072$安徽电信
安徽卫视,http://183.164.63.183:5000/rtp/238.1.79.27:4328$安徽电信
安徽卫视,http://116.9.34.165:4000/rtp/239.81.0.211:4056$广西电信
安徽卫视,http://120.41.66.7:18888/rtp/239.61.2.248:9476$福建省电信
安徽卫视,http://113.205.140.92:4022/rtp/235.254.198.65:1536$重庆市电信
安徽卫视,http://114.233.64.19:4022/rtp/239.49.8.80:8000$江苏电信
安徽卫视,http://113.128.68.75:4022/rtp/239.21.1.159:5002$山东电信
安徽卫视,http://123.117.161.44:8118/rtp/239.3.1.211:8064$北京市联通
北京卫视,http://192.144.185.155:6000/rtp/225.1.8.21:8002$北京市电信
北京卫视,http://121.237.57.124:7000/rtp/239.49.8.11:9414$江苏电信
北京卫视,http://61.187.186.29:4000/rtp/239.76.246.184:1234$湖南电信
北京卫视,http://61.187.186.29:4000/rtp/239.76.253.184:9000$湖南电信
北京卫视,http://113.66.41.254:10000/rtp/239.77.0.91:5146$广东电信
北京卫视,http://123.112.240.132:5555/rtp/239.3.1.241:8000$北京市联通
北京卫视,http://117.86.48.47:7777/rtp/239.49.8.11:9414$江苏电信
北京卫视,http://171.83.38.123:1234/rtp/239.254.96.141:8920$湖北电信
北京卫视,http://183.158.217.184:8000/rtp/233.50.201.107:5140$浙江电信
北京卫视,http://183.158.217.184:8000/rtp/233.50.200.179:5140$浙江电信
北京卫视,http://183.164.63.183:5000/rtp/238.1.78.162:7168$安徽电信
北京卫视,http://116.9.34.165:4000/rtp/239.81.0.109:4056$广西电信
北京卫视,http://120.41.66.7:18888/rtp/239.61.2.32:8186$福建省电信
北京卫视,http://113.205.140.92:4022/rtp/235.254.198.66:1540$重庆市电信
北京卫视,http://114.233.64.19:4022/rtp/239.49.8.11:9414$江苏电信
北京卫视,http://113.128.68.75:4022/rtp/239.21.1.88:5002$山东电信
北京卫视,http://123.117.161.44:8118/rtp/239.3.1.241:8000$北京市联通
东方卫视,http://192.144.185.155:6000/rtp/225.1.8.45:8032$北京市电信
东方卫视,http://121.237.57.124:7000/rtp/239.49.8.17:9606$江苏电信
东方卫视,http://61.187.186.29:4000/rtp/239.76.246.186:1234$湖南电信
东方卫视,http://61.187.186.29:4000/rtp/239.76.253.186:9000$湖南电信
东方卫视,http://113.66.41.254:10000/rtp/239.77.1.218:5146$广东电信
东方卫视,http://123.112.240.132:5555/rtp/239.3.1.136:8032$北京市联通
东方卫视,http://117.86.48.47:7777/rtp/239.49.8.17:9606$江苏电信
东方卫视,http://171.83.38.123:1234/rtp/239.254.96.142:8926$湖北电信
东方卫视,http://183.158.217.184:8000/rtp/233.50.201.125:5140$浙江电信
东方卫视,http://183.158.217.184:8000/rtp/233.50.200.146:5140$浙江电信
东方卫视,http://183.164.63.183:5000/rtp/238.1.78.163:7176$安徽电信
东方卫视,http://116.9.34.165:4000/rtp/239.81.0.111:4056$广西电信
东方卫视,http://120.41.66.7:18888/rtp/239.61.2.28:8162$福建省电信
东方卫视,http://113.205.140.92:4022/rtp/235.254.198.73:1568$重庆市电信
东方卫视,http://114.233.64.19:4022/rtp/239.49.8.17:9606$江苏电信
东方卫视,http://113.128.68.75:4022/rtp/239.21.1.111:5002$山东电信
东方卫视,http://123.117.161.44:8118/rtp/239.3.1.136:8032$北京市联通
东南卫视,http://192.144.185.155:6000/rtp/225.1.8.79:8148$北京市电信
东南卫视,http://121.237.57.124:7000/rtp/239.49.8.112:8000$江苏电信
东南卫视,http://61.187.186.29:4000/rtp/239.76.245.190:1234$湖南电信
东南卫视,http://61.187.186.29:4000/rtp/239.76.252.190:9000$湖南电信
东南卫视,http://113.66.41.254:10000/rtp/239.77.0.146:5146$广东电信
东南卫视,http://123.112.240.132:5555/rtp/239.3.1.156:8148$北京市联通
东南卫视,http://117.86.48.47:7777/rtp/239.49.8.112:8000$江苏电信
东南卫视,http://171.83.38.123:1234/rtp/239.69.1.108:10286$湖北电信
东南卫视,http://183.158.217.184:8000/rtp/233.50.201.146:5140$浙江电信
东南卫视,http://183.158.217.184:8000/rtp/233.50.200.135:5140$浙江电信
东南卫视,http://183.164.63.183:5000/rtp/238.1.78.22:6104$安徽电信
东南卫视,http://116.9.34.165:4000/rtp/239.81.0.215:4056$广西电信
东南卫视,http://120.41.66.7:18888/rtp/239.61.2.132:8708$福建省电信
东南卫视,http://113.205.140.92:4022/rtp/235.254.198.129:7980$重庆市电信
东南卫视,http://114.233.64.19:4022/rtp/239.49.8.112:8000$江苏电信
东南卫视,http://113.128.68.75:4022/rtp/239.21.1.113:5002$山东电信
东南卫视,http://123.117.161.44:8118/rtp/239.3.1.156:8148$北京市联通
广东卫视,http://192.144.185.155:6000/rtp/225.1.8.49:8048$北京市电信
广东卫视,http://121.237.57.124:7000/rtp/239.49.8.13:9422$江苏电信
广东卫视,http://61.187.186.29:4000/rtp/239.76.252.189:9000$湖南电信
广东卫视,http://61.187.186.29:4000/rtp/239.76.245.189:1234$湖南电信
广东卫视,http://113.66.41.254:10000/rtp/239.77.0.84:5146$广东电信
广东卫视,http://123.112.240.132:5555/rtp/239.3.1.142:8048$北京市联通
广东卫视,http://117.86.48.47:7777/rtp/239.49.8.13:9422$江苏电信
广东卫视,http://171.83.38.123:1234/rtp/239.254.96.140:8914$湖北电信
广东卫视,http://183.158.217.184:8000/rtp/233.50.200.187:5140$浙江电信
广东卫视,http://183.158.217.184:8000/rtp/233.50.200.126:5140$浙江电信
广东卫视,http://183.158.217.184:8000/rtp/233.50.200.149:5140$浙江电信
广东卫视,http://183.158.217.184:8000/rtp/233.50.201.102:5140$浙江电信
广东卫视,http://183.164.63.183:5000/rtp/238.1.78.161:7160$安徽电信
广东卫视,http://116.9.34.165:4000/rtp/239.81.0.104:4056$广西电信
广东卫视,http://120.41.66.7:18888/rtp/239.61.2.33:8192$福建省电信
广东卫视,http://113.205.140.92:4022/rtp/235.254.196.204:1088$重庆市电信
广东卫视,http://114.233.64.19:4022/rtp/239.49.8.13:9422$江苏电信
广东卫视,http://113.128.68.75:4022/rtp/239.21.1.92:5002$山东电信
广东卫视,http://123.117.161.44:8118/rtp/239.3.1.142:8048$北京市联通
广西卫视,http://121.237.57.124:7000/rtp/239.49.8.10:8000$江苏电信
广西卫视,http://61.187.186.29:4000/rtp/239.76.254.54:9000$湖南电信
广西卫视,http://113.66.41.254:10000/rtp/239.77.0.139:5146$广东电信
广西卫视,http://123.112.240.132:5555/rtp/239.3.1.39:8300$北京市联通
广西卫视,http://117.86.48.47:7777/rtp/239.49.8.10:8000$江苏电信
广西卫视,http://171.83.38.123:1234/rtp/239.69.1.191:10788$湖北电信
广西卫视,http://183.158.217.184:8000/rtp/233.50.200.136:5140$浙江电信
广西卫视,http://183.164.63.183:5000/rtp/238.1.78.70:6432$安徽电信
广西卫视,http://116.9.34.165:4000/rtp/239.81.0.107:4056$广西电信
广西卫视,http://120.41.66.7:18888/rtp/239.61.2.48:8282$福建省电信
广西卫视,http://113.205.140.92:4022/rtp/235.254.198.38:1428$重庆市电信
广西卫视,http://114.233.64.19:4022/rtp/239.49.8.10:8000$江苏电信
广西卫视,http://123.117.161.44:8118/rtp/239.3.1.39:8300$北京市联通
贵州卫视,http://192.144.185.155:6000/rtp/225.1.8.77:8076$北京市电信
贵州卫视,http://121.237.57.124:7000/rtp/239.49.8.49:8000$江苏电信
贵州卫视,http://61.187.186.29:4000/rtp/239.76.245.198:1234$湖南电信
贵州卫视,http://61.187.186.29:4000/rtp/239.76.252.198:9000$湖南电信
贵州卫视,http://113.66.41.254:10000/rtp/239.77.1.221:5146$广东电信
贵州卫视,http://123.112.240.132:5555/rtp/239.3.1.149:8076$北京市联通
贵州卫视,http://117.86.48.47:7777/rtp/239.49.8.49:8000$江苏电信
贵州卫视,http://171.83.38.123:1234/rtp/239.69.1.150:10536$湖北电信
贵州卫视,http://183.158.217.184:8000/rtp/233.50.201.142:5140$浙江电信
贵州卫视,http://183.158.217.184:8000/rtp/233.50.200.139:5140$浙江电信
贵州卫视,http://183.164.63.183:5000/rtp/238.1.78.244:7824$安徽电信
贵州卫视,http://116.9.34.165:4000/rtp/239.81.0.95:4056$广西电信
贵州卫视,http://120.41.66.7:18888/rtp/239.61.2.159:8942$福建省电信
贵州卫视,http://113.205.140.92:4022/rtp/235.254.198.185:7980$重庆市电信
贵州卫视,http://114.233.64.19:4022/rtp/239.49.8.49:8000$江苏电信
贵州卫视,http://113.128.68.75:4022/rtp/239.21.1.166:5002$山东电信
贵州卫视,http://123.117.161.44:8118/rtp/239.3.1.149:8076$北京市联通
海南卫视,http://121.237.57.124:7000/rtp/239.49.8.83:8000$江苏电信
海南卫视,http://113.66.41.254:10000/rtp/239.253.43.35:5146$广东电信
海南卫视,http://123.112.240.132:5555/rtp/239.3.1.45:8304$北京市联通
海南卫视,http://117.86.48.47:7777/rtp/239.49.8.83:8000$江苏电信
海南卫视,http://171.83.38.123:1234/rtp/239.69.1.151:10542$湖北电信
海南卫视,http://183.158.217.184:8000/rtp/233.50.200.165:5140$浙江电信
海南卫视,http://183.158.217.184:8000/rtp/233.50.200.62:5140$浙江电信
海南卫视,http://183.158.217.184:8000/rtp/233.50.201.55:5140$浙江电信
海南卫视,http://183.164.63.183:5000/rtp/238.1.79.49:4504$安徽电信
海南卫视,http://116.9.34.165:4000/rtp/239.81.0.199:4056$广西电信
海南卫视,http://120.41.66.7:18888/rtp/239.61.2.42:8246$福建省电信
海南卫视,http://113.205.140.92:4022/rtp/235.254.198.44:1452$重庆市电信
海南卫视,http://114.233.64.19:4022/rtp/239.49.8.83:8000$江苏电信
海南卫视,http://113.128.68.75:4022/rtp/239.21.2.14:5002$山东电信
海南卫视,http://123.117.161.44:8118/rtp/239.3.1.45:8304$北京市联通
河北卫视,http://192.144.185.155:6000/rtp/225.1.8.76:8002$北京市电信
河北卫视,http://121.237.57.124:7000/rtp/239.49.8.114:8000$江苏电信
河北卫视,http://61.187.186.29:4000/rtp/239.76.245.199:1234$湖南电信
河北卫视,http://61.187.186.29:4000/rtp/239.76.252.199:9000$湖南电信
河北卫视,http://113.66.41.254:10000/rtp/239.77.1.214:5146$广东电信
河北卫视,http://123.112.240.132:5555/rtp/239.3.1.148:8072$北京市联通
河北卫视,http://117.86.48.47:7777/rtp/239.49.8.114:8000$江苏电信
河北卫视,http://171.83.38.123:1234/rtp/239.254.96.113:9616$湖北电信
河北卫视,http://183.158.217.184:8000/rtp/233.50.201.140:5140$浙江电信
河北卫视,http://183.158.217.184:8000/rtp/233.50.200.105:5140$浙江电信
河北卫视,http://183.164.63.183:5000/rtp/238.1.78.245:7832$安徽电信
河北卫视,http://116.9.34.165:4000/rtp/239.81.0.94:4056$广西电信
河北卫视,http://120.41.66.7:18888/rtp/239.61.2.57:8336$福建省电信
河北卫视,http://113.205.140.92:4022/rtp/235.254.198.184:7980$重庆市电信
河北卫视,http://114.233.64.19:4022/rtp/239.49.8.114:8000$江苏电信
河北卫视,http://113.128.68.75:4022/rtp/239.21.1.168:5002$山东电信
河北卫视,http://123.117.161.44:8118/rtp/239.3.1.148:8072$北京市联通
河南卫视,http://121.237.57.124:7000/rtp/239.49.8.29:8000$江苏电信
河南卫视,http://61.187.186.29:4000/rtp/239.76.253.202:9000$湖南电信
河南卫视,http://61.187.186.29:4000/rtp/239.76.246.202:1234$湖南电信
河南卫视,http://61.187.186.29:4000/rtp/239.76.246.203:1234$湖南电信
河南卫视,http://113.66.41.254:10000/rtp/239.77.0.17:5146$广东电信
河南卫视,http://123.112.240.132:5555/rtp/239.3.1.50:8184$北京市联通
河南卫视,http://117.86.48.47:7777/rtp/239.49.8.29:8000$江苏电信
河南卫视,http://171.83.38.123:1234/rtp/239.69.1.168:10644$湖北电信
河南卫视,http://183.158.217.184:8000/rtp/233.50.201.144:5140$浙江电信
河南卫视,http://183.158.217.184:8000/rtp/233.50.200.142:5140$浙江电信
河南卫视,http://183.164.63.183:5000/rtp/238.1.79.65:4632$安徽电信
河南卫视,http://116.9.34.165:4000/rtp/239.81.0.220:4056$广西电信
河南卫视,http://120.41.66.7:18888/rtp/239.61.2.59:8348$福建省电信
河南卫视,http://113.205.140.92:4022/rtp/235.254.198.26:1380$重庆市电信
河南卫视,http://114.233.64.19:4022/rtp/239.49.8.29:8000$江苏电信
河南卫视,http://113.128.68.75:4022/rtp/239.21.2.37:5002$山东电信
河南卫视,http://123.117.161.44:8118/rtp/239.3.1.50:8184$北京市联通
湖北卫视,http://192.144.185.155:6000/rtp/225.1.8.47:8044$北京市电信
湖北卫视,http://121.237.57.124:7000/rtp/239.49.8.8:9632$江苏电信
湖北卫视,http://61.187.186.29:4000/rtp/239.76.246.193:1234$湖南电信
湖北卫视,http://61.187.186.29:4000/rtp/239.76.253.193:9000$湖南电信
湖北卫视,http://113.66.41.254:10000/rtp/239.77.0.95:5146$广东电信
湖北卫视,http://123.112.240.132:5555/rtp/239.3.1.138:8044$北京市联通
湖北卫视,http://117.86.48.47:7777/rtp/239.49.8.8:9632$江苏电信
湖北卫视,http://171.83.38.123:1234/rtp/239.254.96.115:8664$湖北电信
湖北卫视,http://183.158.217.184:8000/rtp/233.50.201.114:5140$浙江电信
湖北卫视,http://183.158.217.184:8000/rtp/233.50.200.147:5140$浙江电信
湖北卫视,http://183.164.63.183:5000/rtp/238.1.78.168:7216$安徽电信
湖北卫视,http://116.9.34.165:4000/rtp/239.81.0.112:4056$广西电信
湖北卫视,http://120.41.66.7:18888/rtp/239.61.2.120:8714$福建省电信
湖北卫视,http://113.205.140.92:4022/rtp/235.254.198.72:1564$重庆市电信
湖北卫视,http://114.233.64.19:4022/rtp/239.49.8.8:9632$江苏电信
湖北卫视,http://113.128.68.75:4022/rtp/239.21.1.163:5002$山东电信
湖北卫视,http://123.117.161.44:8118/rtp/239.3.1.138:8044$北京市联通
湖南卫视,http://192.144.185.155:6000/rtp/225.1.8.41:8012$北京市电信
湖南卫视,http://121.237.57.124:7000/rtp/239.49.8.12:9418$江苏电信
湖南卫视,http://61.187.186.29:4000/rtp/239.76.245.115:1234$湖南电信
湖南卫视,http://61.187.186.29:4000/rtp/239.76.246.101:1234$湖南电信
湖南卫视,http://61.187.186.29:4000/rtp/239.76.252.115:9000$湖南电信
湖南卫视,http://61.187.186.29:4000/rtp/239.76.253.101:9000$湖南电信
湖南卫视,http://113.66.41.254:10000/rtp/239.77.1.5:5146$广东电信
湖南卫视,http://123.112.240.132:5555/rtp/239.3.1.132:8012$北京市联通
湖南卫视,http://117.86.48.47:7777/rtp/239.49.8.12:9418$江苏电信
湖南卫视,http://171.83.38.123:1234/rtp/239.254.96.139:8908$湖北电信
湖南卫视,http://183.158.217.184:8000/rtp/233.50.201.103:5140$浙江电信
湖南卫视,http://183.158.217.184:8000/rtp/233.50.200.190:5140$浙江电信
湖南卫视,http://183.164.63.183:5000/rtp/238.1.78.160:7152$安徽电信
湖南卫视,http://116.9.34.165:4000/rtp/239.81.0.110:4056$广西电信
湖南卫视,http://120.41.66.7:18888/rtp/239.61.2.31:8180$福建省电信
湖南卫视,http://113.205.140.92:4022/rtp/235.254.198.62:1524$重庆市电信
湖南卫视,http://114.233.64.19:4022/rtp/239.49.8.12:9418$江苏电信
湖南卫视,http://113.128.68.75:4022/rtp/239.21.1.158:5002$山东电信
湖南卫视,http://123.117.161.44:8118/rtp/239.3.1.132:8012$北京市联通
吉林卫视,http://121.237.57.124:7000/rtp/239.49.8.113:8000$江苏电信
吉林卫视,http://61.187.186.29:4000/rtp/239.76.253.201:9000$湖南电信
吉林卫视,http://61.187.186.29:4000/rtp/239.76.246.201:1234$湖南电信
吉林卫视,http://113.66.41.254:10000/rtp/239.77.1.111:5146$广东电信
吉林卫视,http://123.112.240.132:5555/rtp/239.3.1.240:8172$北京市联通
吉林卫视,http://117.86.48.47:7777/rtp/239.49.8.113:8000$江苏电信
吉林卫视,http://171.83.38.123:1234/rtp/239.69.1.212:10914$湖北电信
吉林卫视,http://183.158.217.184:8000/rtp/233.50.200.164:5140$浙江电信
吉林卫视,http://183.158.217.184:8000/rtp/233.50.202.42:5140$浙江电信
吉林卫视,http://183.164.63.183:5000/rtp/238.1.79.48:4496$安徽电信
吉林卫视,http://116.9.34.165:4000/rtp/239.81.0.143:4056$广西电信
吉林卫视,http://120.41.66.7:18888/rtp/239.61.2.223:9326$福建省电信
吉林卫视,http://113.205.140.92:4022/rtp/235.254.198.39:1432$重庆市电信
吉林卫视,http://114.233.64.19:4022/rtp/239.49.8.113:8000$江苏电信
吉林卫视,http://113.128.68.75:4022/rtp/239.21.2.49:5002$山东电信
吉林卫视,http://123.117.161.44:8118/rtp/239.3.1.240:8172$北京市联通
江苏卫视,http://192.144.185.155:6000/rtp/225.1.8.44:8028$北京市电信
江苏卫视,http://121.237.57.124:7000/rtp/239.49.8.16:9602$江苏电信
江苏卫视,http://61.187.186.29:4000/rtp/239.76.253.181:9000$湖南电信
江苏卫视,http://61.187.186.29:4000/rtp/239.76.246.181:1234$湖南电信
江苏卫视,http://113.66.41.254:10000/rtp/239.77.1.18:5146$广东电信
江苏卫视,http://123.112.240.132:5555/rtp/239.3.1.135:8028$北京市联通
江苏卫视,http://117.86.48.47:7777/rtp/239.49.8.16:9602$江苏电信
江苏卫视,http://171.83.38.123:1234/rtp/239.254.96.144:8938$湖北电信
江苏卫视,http://183.158.217.184:8000/rtp/233.50.201.106:5140$浙江电信
江苏卫视,http://183.158.217.184:8000/rtp/233.50.200.144:5140$浙江电信
江苏卫视,http://183.164.63.183:5000/rtp/238.1.78.165:7192$安徽电信
江苏卫视,http://116.9.34.165:4000/rtp/239.81.0.106:4056$广西电信
江苏卫视,http://120.41.66.7:18888/rtp/239.61.2.30:8174$福建省电信
江苏卫视,http://113.205.140.92:4022/rtp/235.254.198.64:1532$重庆市电信
江苏卫视,http://114.233.64.19:4022/rtp/239.49.8.16:9602$江苏电信
江苏卫视,http://113.128.68.75:4022/rtp/239.21.1.89:5002$山东电信
江苏卫视,http://123.117.161.44:8118/rtp/239.3.1.135:8028$北京市联通
江西卫视,http://192.144.185.155:6000/rtp/225.1.8.171:8166$北京市电信
江西卫视,http://121.237.57.124:7000/rtp/239.49.8.111:8000$江苏电信
江西卫视,http://61.187.186.29:4000/rtp/239.76.252.225:9000$湖南电信
江西卫视,http://61.187.186.29:4000/rtp/239.76.245.225:1234$湖南电信
江西卫视,http://113.66.41.254:10000/rtp/239.77.1.219:5146$广东电信
江西卫视,http://123.112.240.132:5555/rtp/239.3.1.123:8164$北京市联通
江西卫视,http://117.86.48.47:7777/rtp/239.49.8.111:8000$江苏电信
江西卫视,http://171.83.38.123:1234/rtp/239.69.1.126:10394$湖北电信
江西卫视,http://183.158.217.184:8000/rtp/233.50.201.145:5140$浙江电信
江西卫视,http://183.158.217.184:8000/rtp/233.50.200.119:5140$浙江电信
江西卫视,http://183.164.63.183:5000/rtp/238.1.78.26:6136$安徽电信
江西卫视,http://116.9.34.165:4000/rtp/239.81.0.204:4056$广西电信
江西卫视,http://120.41.66.7:18888/rtp/239.61.2.182:9080$福建省电信
江西卫视,http://113.205.140.92:4022/rtp/235.254.198.29:1392$重庆市电信
江西卫视,http://114.233.64.19:4022/rtp/239.49.8.111:8000$江苏电信
江西卫视,http://113.128.68.75:4022/rtp/239.21.1.167:5002$山东电信
江西卫视,http://123.117.161.44:8118/rtp/239.3.1.123:8164$北京市联通
辽宁卫视,http://192.144.185.155:6000/rtp/225.1.8.51:8056$北京市电信
辽宁卫视,http://121.237.57.124:7000/rtp/239.49.8.48:8000$江苏电信
辽宁卫视,http://61.187.186.29:4000/rtp/239.76.245.197:1234$湖南电信
辽宁卫视,http://61.187.186.29:4000/rtp/239.76.252.197:9000$湖南电信
辽宁卫视,http://113.66.41.254:10000/rtp/239.77.1.103:5146$广东电信
辽宁卫视,http://123.112.240.132:5555/rtp/239.3.1.210:8056$北京市联通
辽宁卫视,http://117.86.48.47:7777/rtp/239.49.8.48:8000$江苏电信
辽宁卫视,http://171.83.38.123:1234/rtp/239.69.1.71:10066$湖北电信
辽宁卫视,http://183.158.217.184:8000/rtp/233.50.201.141:5140$浙江电信
辽宁卫视,http://183.158.217.184:8000/rtp/233.50.200.129:5140$浙江电信
